"Date","ADM0NAME","GlobalIndex","Masks","School","Workplace","Gatherings","StayHome","PublicTransport","Travels"
2021-01-29,"Bhutan",73.33333,100,80,66.66667,100,20,46.66667,100
2021-01-30,"Bhutan",73.33333,100,80,66.66667,100,20,46.66667,100
2021-01-31,"Bhutan",65.47619,100,25,66.66667,100,20,46.66667,100
2021-02-01,"Bhutan",57.85714,100,25,66.66667,60,20,33.33333,100
2021-02-02,"Bhutan",57.85714,100,25,66.66667,60,20,33.33333,100
2021-02-03,"Bhutan",57.85714,100,25,66.66667,60,20,33.33333,100
2021-02-04,"Bhutan",57.85714,100,25,66.66667,60,20,33.33333,100
2021-02-05,"Bhutan",57.85714,100,25,66.66667,60,20,33.33333,100
2021-02-06,"Bhutan",57.85714,100,25,66.66667,60,20,33.33333,100
2021-02-07,"Bhutan",57.85714,100,25,66.66667,60,20,33.33333,100
2021-02-08,"Bhutan",57.85714,100,25,66.66667,60,20,33.33333,100
2021-02-09,"Bhutan",57.85714,100,25,66.66667,60,20,33.33333,100
2021-02-10,"Bhutan",57.85714,100,25,66.66667,60,20,33.33333,100
2021-02-11,"Bhutan",57.85714,100,25,66.66667,60,20,33.33333,100
2021-02-12,"Bhutan",57.85714,100,25,66.66667,60,20,33.33333,100
2021-02-13,"Bhutan",57.85714,100,25,66.66667,60,20,33.33333,100
2021-02-14,"Bhutan",57.85714,100,25,66.66667,60,20,33.33333,100
2021-02-15,"Bhutan",57.85714,100,25,66.66667,60,20,33.33333,100
2021-02-16,"Bhutan",57.85714,100,25,66.66667,60,20,33.33333,100
2021-02-17,"Bhutan",57.85714,100,25,66.66667,60,20,33.33333,100
2021-02-18,"Bhutan",57.85714,100,25,66.66667,60,20,33.33333,100
2021-02-19,"Bhutan",57.85714,100,25,66.66667,60,20,33.33333,100
2021-02-20,"Bhutan",57.85714,100,25,66.66667,60,20,33.33333,100
2021-02-21,"Bhutan",57.85714,100,25,66.66667,60,20,33.33333,100
2021-02-22,"Bhutan",57.85714,100,25,66.66667,60,20,33.33333,100
2021-02-23,"Bhutan",57.85714,100,25,66.66667,60,20,33.33333,100
2020-01-15,"DPR Korea",0,0,0,0,0,0,0,0
2020-01-16,"DPR Korea",0,0,0,0,0,0,0,0
2020-01-17,"DPR Korea",0,0,0,0,0,0,0,0
2020-01-18,"DPR Korea",0,0,0,0,0,0,0,0
2020-01-19,"DPR Korea",0,0,0,0,0,0,0,0
2020-01-20,"DPR Korea",0,0,0,0,0,0,0,0
2020-01-21,"DPR Korea",0,0,0,0,0,0,0,0
2020-01-22,"DPR Korea",0,0,0,0,0,0,0,0
2020-01-23,"DPR Korea",0,0,0,0,0,0,0,0
2020-01-24,"DPR Korea",0,0,0,0,0,0,0,0
2020-01-25,"DPR Korea",0,0,0,0,0,0,0,0
2020-01-26,"DPR Korea",0,0,0,0,0,0,0,0
2020-01-27,"DPR Korea",0,0,0,0,0,0,0,0
2020-01-28,"DPR Korea",9.52381,0,0,0,0,0,66.66667,0
2020-01-29,"DPR Korea",9.52381,0,0,0,0,0,66.66667,0
2020-01-30,"DPR Korea",9.52381,0,0,0,0,0,66.66667,0
2020-01-31,"DPR Korea",9.52381,0,0,0,0,0,66.66667,0
2020-02-01,"DPR Korea",9.52381,0,0,0,0,0,66.66667,0
2020-02-02,"DPR Korea",9.52381,0,0,0,0,0,66.66667,0
2020-02-03,"DPR Korea",23.80952,0,0,0,0,0,66.66667,100
2020-02-04,"DPR Korea",23.80952,0,0,0,0,0,66.66667,100
2020-02-05,"DPR Korea",23.80952,0,0,0,0,0,66.66667,100
2020-02-06,"DPR Korea",23.80952,0,0,0,0,0,66.66667,100
2020-02-07,"DPR Korea",23.80952,0,0,0,0,0,66.66667,100
2020-02-08,"DPR Korea",23.80952,0,0,0,0,0,66.66667,100
2020-02-09,"DPR Korea",23.80952,0,0,0,0,0,66.66667,100
2020-02-10,"DPR Korea",23.80952,0,0,0,0,0,66.66667,100
2020-02-11,"DPR Korea",23.80952,0,0,0,0,0,66.66667,100
2020-02-12,"DPR Korea",23.80952,0,0,0,0,0,66.66667,100
2020-02-13,"DPR Korea",23.80952,0,0,0,0,0,66.66667,100
2020-02-14,"DPR Korea",23.80952,0,0,0,0,0,66.66667,100
2020-02-15,"DPR Korea",67.61905,0,100,66.66667,100,40,66.66667,100
2020-02-16,"DPR Korea",67.61905,0,100,66.66667,100,40,66.66667,100
2020-02-17,"DPR Korea",67.61905,0,100,66.66667,100,40,66.66667,100
2020-02-18,"DPR Korea",67.61905,0,100,66.66667,100,40,66.66667,100
2020-02-19,"DPR Korea",67.61905,0,100,66.66667,100,40,66.66667,100
2020-02-20,"DPR Korea",67.61905,0,100,66.66667,100,40,66.66667,100
2020-02-21,"DPR Korea",67.61905,0,100,66.66667,100,40,66.66667,100
2020-02-22,"DPR Korea",67.61905,0,100,66.66667,100,40,66.66667,100
2020-02-23,"DPR Korea",67.61905,0,100,66.66667,100,40,66.66667,100
2020-02-24,"DPR Korea",67.61905,0,100,66.66667,100,40,66.66667,100
2020-02-25,"DPR Korea",67.61905,0,100,66.66667,100,40,66.66667,100
2020-02-26,"DPR Korea",67.61905,0,100,66.66667,100,40,66.66667,100
2020-02-27,"DPR Korea",67.61905,0,100,66.66667,100,40,66.66667,100
2020-02-28,"DPR Korea",67.61905,0,100,66.66667,100,40,66.66667,100
2020-02-29,"DPR Korea",67.61905,0,100,66.66667,100,40,66.66667,100
2020-03-01,"DPR Korea",67.61905,0,100,66.66667,100,40,66.66667,100
2020-03-02,"DPR Korea",67.61905,0,100,66.66667,100,40,66.66667,100
2020-03-03,"DPR Korea",67.61905,0,100,66.66667,100,40,66.66667,100
2020-03-04,"DPR Korea",67.61905,0,100,66.66667,100,40,66.66667,100
2020-03-05,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-03-06,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-03-07,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-03-08,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-03-09,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-03-10,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-03-11,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-03-12,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-03-13,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-03-14,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-03-15,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-03-16,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-03-17,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-03-18,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-03-19,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-03-20,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-03-21,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-03-22,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-03-23,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-03-24,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-03-25,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-03-26,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-03-27,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-03-28,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-03-29,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-03-30,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-03-31,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-04-01,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-04-02,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-04-03,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-04-04,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-04-05,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-04-06,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-04-07,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-04-08,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-04-09,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-04-10,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-04-11,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-04-12,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-04-13,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-04-14,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-04-15,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-04-16,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-04-17,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-04-18,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-04-19,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-04-20,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-04-21,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-04-22,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-04-23,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-04-24,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-04-25,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-04-26,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-04-27,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-04-28,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-04-29,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-04-30,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-05-01,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-05-02,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-05-03,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-05-04,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-05-05,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-05-06,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-05-07,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-05-08,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-05-09,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-05-10,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-05-11,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-05-12,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-05-13,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-05-14,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-05-15,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-05-16,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-05-17,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-05-18,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-05-19,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-05-20,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-05-21,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-05-22,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-05-23,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-05-24,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-05-25,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-05-26,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-05-27,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-05-28,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-05-29,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-05-30,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-05-31,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-06-01,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-06-02,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-06-03,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-06-04,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-06-05,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-06-06,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-06-07,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-06-08,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-06-09,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-06-10,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-06-11,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-06-12,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-06-13,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-06-14,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-06-15,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-06-16,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-06-17,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-06-18,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-06-19,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-06-20,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-06-21,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-06-22,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-06-23,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-06-24,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-06-25,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-06-26,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-06-27,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-06-28,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-06-29,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-06-30,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-07-01,"DPR Korea",77.14286,66.66667,100,66.66667,100,40,66.66667,100
2020-07-02,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-07-03,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-07-04,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-07-05,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-07-06,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-07-07,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-07-08,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-07-09,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-07-10,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-07-11,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-07-12,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-07-13,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-07-14,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-07-15,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-07-16,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-07-17,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-07-18,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-07-19,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-07-20,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-07-21,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-07-22,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-07-23,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-07-24,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-07-25,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-07-26,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-07-27,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-07-28,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-07-29,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-07-30,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-07-31,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-08-01,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-08-02,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-08-03,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-08-04,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-08-05,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-08-06,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-08-07,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-08-08,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-08-09,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-08-10,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-08-11,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-08-12,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-08-13,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-08-14,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-08-15,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-08-16,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-08-17,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-08-18,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-08-19,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-08-20,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-08-21,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-08-22,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-08-23,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-08-24,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-08-25,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-08-26,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-08-27,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-08-28,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-08-29,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-08-30,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-08-31,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-09-01,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-09-02,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-09-03,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-09-04,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-09-05,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-09-06,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-09-07,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-09-08,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-09-09,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-09-10,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-09-11,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-09-12,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-09-13,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-09-14,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-09-15,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-09-16,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-09-17,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-09-18,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-09-19,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-09-20,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-09-21,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-09-22,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-09-23,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-09-24,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-09-25,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-09-26,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-09-27,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-09-28,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-09-29,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-09-30,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-10-01,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-10-02,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-10-03,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-10-04,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-10-05,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-10-06,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-10-07,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-10-08,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-10-09,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-10-10,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-10-11,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-10-12,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-10-13,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-10-14,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-10-15,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-10-16,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-10-17,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-10-18,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-10-19,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-10-20,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-10-21,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-10-22,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-10-23,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-10-24,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-10-25,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-10-26,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-10-27,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-10-28,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-10-29,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-10-30,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-10-31,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-11-01,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-11-02,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-11-03,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-11-04,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-11-05,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-11-06,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-11-07,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-11-08,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-11-09,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-11-10,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-11-11,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-11-12,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-11-13,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-11-14,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-11-15,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-11-16,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-11-17,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-11-18,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-11-19,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-11-20,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-11-21,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-11-22,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-11-23,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-11-24,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-11-25,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-11-26,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
2020-11-27,"DPR Korea",81.90476,100,100,66.66667,100,40,66.66667,100
